emp_id,department,role,band,gender,city,education,age,tenure_years,salary,performance,satisfaction,engagement,leaves_taken,trainings,promotions,attrition,exit_reason,hire_year,remote_pct,overtime_hrs,manager_rating,peer_rating,skip_meetings_pct,attrition_risk,risk_band,cost_to_replace,days_since_promo,target_achieved
EMP00478,Engineering,Analyst,L2,Male,Bangalore,MBA,49,1.1,98100.0,3.3,4.0,3.0,30,7,0,0,Transfer,2016,50,1,2.9,3.9,0.02,0.318,Low,134200.0,477,0.8
EMP00479,Engineering,Senior Manager,L5,Male,Pune,Bachelor's,31,2.1,141500.0,4.1,3.4,3.8,8,8,2,0,Contract End,2016,50,2,4.3,2.7,0.03,0.322,Low,101300.0,31,0.54
EMP00480,Customer Success,Senior Manager,L4,Female,Mumbai,MBA,57,2.8,68100.0,3.3,4.2,4.3,1,4,0,1,Termination,2016,75,12,3.8,4.5,0.39,0.32,Low,97300.0,1320,0.63
EMP00481,Operations,VP,L3,Female,Chennai,MBA,32,0.3,54700.0,4.0,3.2,4.5,17,8,0,0,Resignation,2023,100,12,3.7,4.1,0.27,0.444,Medium,55600.0,962,0.64
EMP00482,Engineering,Senior Manager,L5,Female,Pune,MBA,31,5.7,95700.0,4.0,3.8,3.2,5,6,3,0,Retirement,2022,100,22,3.9,3.6,0.1,0.523,Medium,123000.0,1224,0.75
EMP00483,Product,Director,L2,Female,Kolkata,Bachelor's,35,2.2,24400.0,4.8,3.8,3.1,3,1,3,0,Termination,2022,75,2,2.5,3.8,0.29,0.413,Medium,40400.0,422,0.68
EMP00484,Customer Success,Analyst,L1,Male,Kolkata,MBA,57,3.7,89000.0,4.5,4.5,3.2,8,0,1,1,Resignation,2018,50,10,2.3,3.9,0.27,0.332,Medium,129900.0,263,0.56
EMP00485,Marketing,Senior Manager,L3,Female,Chennai,MBA,41,3.6,64100.0,4.5,2.6,3.9,11,0,0,0,Contract End,2020,100,11,3.8,3.6,0.34,0.435,Medium,97500.0,978,0.61
EMP00486,Sales,VP,L2,Male,Noida,PhD,43,2.3,76400.0,3.9,2.9,2.6,15,2,0,0,Transfer,2017,75,5,4.6,3.4,0.03,0.428,Medium,150500.0,675,0.6
EMP00487,Sales,Director,L4,Male,Bangalore,Master's,56,1.1,41900.0,3.3,4.9,3.4,4,7,2,0,Retirement,2022,50,24,3.6,3.5,0.08,0.519,Medium,24000.0,318,0.44
EMP00488,Product,Senior Analyst,L3,Male,Hyderabad,Master's,56,3.2,66300.0,3.0,3.4,2.8,28,5,1,1,Resignation,2023,50,1,3.3,3.9,0.32,0.436,Medium,60800.0,1389,0.77
EMP00489,Marketing,Individual Contributor,L1,Female,Noida,MBA,26,1.6,43400.0,4.5,4.2,4.7,25,0,0,0,Contract End,2020,100,8,4.5,3.3,0.14,0.291,Low,40000.0,446,0.69
EMP00490,HR,Individual Contributor,L2,Male,Delhi,Bachelor's,52,4.2,44200.0,4.1,4.4,4.2,11,0,1,1,Transfer,2016,100,14,2.7,3.9,0.14,0.378,Medium,67300.0,644,0.49
EMP00491,Sales,Director,L4,Male,Mumbai,Bachelor's,50,0.6,35100.0,3.0,4.1,2.7,14,6,3,0,Retirement,2021,50,18,2.4,2.8,0.39,0.485,Medium,50200.0,1235,0.79
EMP00492,Operations,Analyst,L6,Female,Mumbai,Bachelor's,36,1.8,69300.0,2.7,4.0,2.7,21,2,1,0,Termination,2019,100,2,4.3,2.6,0.11,0.364,Medium,60800.0,226,0.4
EMP00493,Engineering,Senior Manager,L3,Female,Hyderabad,Master's,50,0.9,72200.0,4.0,3.5,3.9,25,5,3,0,Termination,2018,50,23,3.8,3.3,0.27,0.512,Medium,88900.0,1370,0.75
EMP00494,Marketing,Analyst,L3,Male,Mumbai,Bachelor's,46,1.3,80400.0,4.0,4.5,2.4,2,0,3,0,Contract End,2018,75,6,3.0,2.1,0.02,0.375,Medium,49300.0,634,0.84
EMP00495,Customer Success,Senior Analyst,L4,Female,Delhi,Bachelor's,45,9.1,64300.0,4.5,3.1,3.0,5,2,1,1,Contract End,2022,75,5,3.2,3.3,0.29,0.398,Medium,98100.0,760,0.35
EMP00496,Engineering,Senior Analyst,L6,Female,Bangalore,Master's,24,1.9,111400.0,4.7,4.0,3.3,10,4,2,0,Transfer,2019,75,6,3.2,4.2,0.18,0.404,Medium,189300.0,1148,0.49
EMP00497,Sales,Analyst,L4,Female,Chennai,MBA,27,8.9,81500.0,3.5,3.5,4.1,18,2,3,0,Retirement,2016,75,22,4.7,3.7,0.27,0.451,Medium,105500.0,1179,0.77
EMP00498,Finance,Manager,L3,Male,Noida,MBA,27,4.5,118100.0,2.5,4.5,3.4,9,2,1,0,Retirement,2021,100,14,3.3,3.5,0.02,0.421,Medium,63300.0,925,0.68
EMP00499,Product,Analyst,L4,Male,Bangalore,Master's,54,3.3,83200.0,3.3,4.7,4.8,22,2,1,1,Termination,2018,50,17,3.8,3.8,0.06,0.372,Medium,159600.0,429,0.76
EMP00500,Customer Success,Director,L6,Male,Hyderabad,Bachelor's,26,0.1,43700.0,3.6,2.9,4.1,22,1,0,0,Contract End,2017,100,22,2.5,2.7,0.01,0.544,Medium,30700.0,970,0.35
EMP00501,Sales,Manager,L2,Female,Noida,Bachelor's,40,7.2,57400.0,4.4,4.1,3.9,3,8,0,0,Transfer,2021,100,18,4.8,4.6,0.14,0.43,Medium,47300.0,741,0.78
EMP00502,Sales,VP,L4,Male,Noida,PhD,47,3.6,67800.0,4.7,4.5,4.0,23,1,1,0,Retirement,2016,0,15,4.5,2.8,0.27,0.385,Medium,65800.0,73,0.61
EMP00503,Customer Success,Manager,L1,Male,Pune,PhD,35,5.4,96500.0,4.3,3.2,3.4,15,4,3,0,Resignation,2019,75,23,3.1,3.4,0.31,0.492,Medium,107000.0,523,0.32
EMP00504,Engineering,Director,L3,Female,Delhi,Bachelor's,57,1.6,79900.0,3.8,3.9,3.8,7,6,2,1,Termination,2016,75,11,4.1,4.6,0.1,0.377,Medium,130500.0,725,0.71
EMP00505,Operations,Manager,L4,Female,Hyderabad,Bachelor's,22,0.1,71200.0,4.5,2.9,3.3,23,6,1,0,Transfer,2023,50,0,4.6,3.6,0.11,0.416,Medium,128700.0,1193,0.37
EMP00506,Engineering,Senior Manager,L3,Male,Noida,PhD,50,0.2,82800.0,3.6,3.4,4.6,30,4,2,0,Retirement,2019,100,17,3.1,4.5,0.17,0.477,Medium,72200.0,568,0.61
EMP00507,Sales,Director,L4,Male,Mumbai,MBA,23,2.1,83800.0,4.1,3.7,2.8,14,6,3,1,Resignation,2016,75,23,3.6,4.2,0.06,0.597,Medium,60700.0,948,0.71
EMP00508,Sales,Senior Analyst,L5,Female,Kolkata,Bachelor's,43,3.7,89100.0,4.7,4.5,3.1,10,4,3,0,Termination,2020,50,7,2.5,2.3,0.21,0.396,Medium,114900.0,77,0.75
EMP00509,Sales,Analyst,L4,Female,Hyderabad,MBA,30,2.2,89600.0,4.3,3.0,3.9,9,4,2,1,Contract End,2016,75,9,4.0,2.9,0.28,0.46,Medium,146400.0,1344,0.71
EMP00510,Engineering,Senior Manager,L2,Female,Mumbai,MBA,47,5.8,100800.0,3.6,3.8,4.0,9,4,0,0,Termination,2022,25,24,3.5,1.7,0.02,0.518,Medium,95200.0,687,0.54
EMP00511,Product,Senior Analyst,L5,Male,Mumbai,Diploma,31,0.8,19600.0,2.0,3.0,3.0,8,8,3,1,Transfer,2016,100,11,3.3,1.9,0.11,0.548,Medium,34300.0,1084,0.76
EMP00512,Sales,Manager,L3,Female,Delhi,Bachelor's,46,1.2,59200.0,3.9,3.1,4.0,1,3,1,1,Contract End,2022,75,21,3.9,3.2,0.31,0.541,Medium,103800.0,1215,0.78
EMP00513,Customer Success,Senior Manager,L5,Male,Mumbai,Bachelor's,25,3.6,101600.0,4.2,4.1,3.8,15,1,1,0,Resignation,2017,75,12,4.6,3.1,0.09,0.369,Medium,120500.0,803,0.56
EMP00514,Customer Success,Senior Manager,L2,Female,Delhi,Bachelor's,26,14.1,123900.0,4.5,3.2,4.0,9,3,0,1,Termination,2020,100,11,3.4,3.6,0.09,0.362,Medium,203300.0,147,0.69
EMP00515,Marketing,Director,L5,Male,Mumbai,Master's,57,4.2,30100.0,4.7,2.9,3.4,7,5,1,0,Contract End,2016,50,0,2.7,3.9,0.22,0.334,Medium,25300.0,103,0.74
EMP00516,Customer Success,Individual Contributor,L3,Male,Hyderabad,Diploma,35,2.0,55900.0,4.2,3.2,4.1,13,0,1,0,Termination,2018,50,10,3.9,3.6,0.35,0.401,Medium,97100.0,661,0.8
EMP00517,Operations,VP,L5,Male,Bangalore,Bachelor's,57,4.2,61200.0,3.3,4.6,2.4,18,0,0,1,Contract End,2021,100,2,2.8,3.7,0.09,0.333,Medium,73100.0,1213,0.81
EMP00518,Sales,Senior Analyst,L6,Female,Noida,Bachelor's,33,0.5,135300.0,3.8,3.2,4.7,21,3,2,1,Contract End,2022,100,24,2.6,3.6,0.37,0.517,Medium,223200.0,468,0.58
EMP00519,Engineering,Senior Analyst,L4,Male,Hyderabad,MBA,49,1.2,46900.0,3.2,2.9,2.4,19,6,2,0,Transfer,2016,0,13,2.8,3.6,0.27,0.576,Medium,47300.0,499,0.69
EMP00520,Marketing,Senior Manager,L6,Male,Noida,Master's,50,3.5,66800.0,4.4,4.4,4.7,29,5,0,0,Retirement,2016,50,3,4.7,2.9,0.15,0.294,Low,66400.0,821,0.73
EMP00521,Product,Individual Contributor,L2,Female,Chennai,Bachelor's,31,4.0,37300.0,2.7,3.9,4.2,30,6,2,0,Retirement,2017,0,10,3.1,3.9,0.33,0.398,Medium,38900.0,295,0.85
EMP00522,Engineering,Senior Analyst,L3,Male,Chennai,MBA,43,6.4,88000.0,3.9,4.4,2.1,7,3,1,0,Contract End,2020,100,3,4.6,3.8,0.24,0.36,Medium,70300.0,674,0.86
EMP00523,Customer Success,Senior Analyst,L3,Non-Binary,Bangalore,Master's,44,0.7,24500.0,3.7,3.6,3.8,25,6,1,0,Contract End,2016,50,17,3.7,3.3,0.19,0.493,Medium,41800.0,335,0.76
EMP00524,Customer Success,Senior Manager,L1,Female,Pune,PhD,25,0.1,57500.0,3.9,2.5,4.0,30,2,2,0,Contract End,2019,100,2,4.2,3.0,0.24,0.426,Medium,54900.0,1184,0.61
EMP00525,Marketing,Senior Manager,L3,Male,Bangalore,Bachelor's,38,2.7,149800.0,4.9,3.5,2.2,12,3,3,0,Resignation,2016,100,11,4.5,4.4,0.02,0.49,Medium,190600.0,974,0.91
EMP00526,Marketing,Senior Manager,L1,Non-Binary,Noida,Master's,34,7.4,87000.0,3.3,2.1,2.9,22,6,0,1,Contract End,2019,75,10,4.6,4.4,0.31,0.482,Medium,116800.0,1464,0.58
EMP00527,Finance,Director,L4,Male,Hyderabad,MBA,29,2.1,42700.0,4.2,4.0,4.4,20,0,1,0,Termination,2016,75,14,3.8,3.3,0.14,0.431,Medium,79000.0,646,0.84
EMP00528,Customer Success,Director,L1,Female,Noida,Bachelor's,35,0.1,60300.0,3.6,3.7,3.6,19,1,3,0,Retirement,2019,100,14,4.2,3.2,0.03,0.468,Medium,103200.0,226,0.68
EMP00529,Sales,VP,L4,Male,Delhi,Bachelor's,57,0.1,56000.0,3.7,4.1,4.2,31,2,2,0,Resignation,2022,50,11,4.6,4.5,0.01,0.397,Medium,89200.0,367,0.53
EMP00530,Marketing,Senior Analyst,L4,Female,Pune,MBA,36,1.9,40600.0,3.3,2.8,3.4,12,4,1,0,Retirement,2021,50,14,3.7,3.8,0.04,0.508,Medium,76800.0,97,0.66
EMP00531,Product,Director,L3,Female,Pune,Bachelor's,47,5.5,105500.0,3.1,2.3,2.3,8,5,0,0,Termination,2021,100,14,4.1,4.7,0.14,0.525,Medium,133300.0,1123,0.76
EMP00532,Product,Individual Contributor,L2,Male,Hyderabad,MBA,37,0.3,66600.0,3.3,4.2,2.5,19,6,3,0,Retirement,2023,25,21,3.7,3.6,0.09,0.57,Medium,61600.0,1009,0.59
EMP00533,Marketing,Director,L6,Non-Binary,Noida,MBA,24,0.8,100100.0,4.4,3.9,4.8,7,6,2,0,Retirement,2017,50,19,4.3,2.7,0.37,0.391,Medium,104100.0,45,0.8
EMP00534,Product,Senior Manager,L1,Female,Delhi,Master's,49,5.4,28600.0,3.1,2.7,3.8,1,7,2,0,Retirement,2020,50,13,3.1,3.2,0.18,0.435,Medium,43200.0,1074,0.79
EMP00535,Engineering,VP,L4,Male,Pune,Diploma,41,3.3,35400.0,4.1,4.6,4.1,10,1,3,0,Contract End,2022,0,22,3.7,2.9,0.28,0.43,Medium,28800.0,1274,0.83
EMP00536,Sales,Manager,L5,Female,Hyderabad,Bachelor's,27,3.8,60700.0,3.8,4.6,3.1,10,6,3,1,Termination,2023,50,2,2.7,1.3,0.33,0.338,Medium,119100.0,642,0.75
EMP00537,HR,Director,L4,Male,Kolkata,Master's,41,3.5,34400.0,2.6,3.9,3.4,21,8,1,0,Termination,2020,75,3,3.2,3.3,0.31,0.381,Medium,67400.0,1164,0.24
EMP00538,Product,Individual Contributor,L3,Female,Bangalore,Diploma,30,1.9,54500.0,3.7,4.5,3.0,6,1,0,0,Contract End,2018,100,4,4.1,4.9,0.22,0.387,Medium,31600.0,1199,0.76
EMP00539,Operations,Director,L1,Male,Noida,Master's,57,0.9,90200.0,3.6,3.1,2.8,22,1,1,0,Contract End,2016,75,14,3.9,4.3,0.31,0.549,Medium,124400.0,904,0.75
EMP00540,HR,Manager,L1,Female,Chennai,Master's,38,4.1,69800.0,3.6,4.7,4.2,25,5,1,0,Transfer,2020,100,6,3.2,4.8,0.03,0.234,Low,119500.0,1253,0.5
EMP00541,Finance,Senior Manager,L5,Male,Bangalore,Bachelor's,51,9.4,81100.0,2.9,3.7,4.0,31,6,3,0,Resignation,2021,75,13,4.0,3.7,0.02,0.356,Medium,106200.0,414,0.7
EMP00542,Operations,Individual Contributor,L2,Male,Kolkata,MBA,23,6.9,82400.0,3.9,4.1,3.4,31,2,0,0,Transfer,2019,75,10,4.1,3.9,0.31,0.409,Medium,120200.0,600,0.73
EMP00543,Engineering,Senior Manager,L6,Female,Bangalore,Bachelor's,29,0.3,62100.0,3.4,4.0,3.3,17,8,0,0,Termination,2020,50,13,3.3,2.4,0.38,0.472,Medium,31200.0,1138,0.6
EMP00544,Engineering,Senior Manager,L5,Male,Bangalore,Bachelor's,36,0.8,55900.0,4.8,4.6,4.1,27,8,3,1,Transfer,2021,75,21,2.1,3.8,0.2,0.399,Medium,103800.0,144,0.57
EMP00545,Customer Success,Analyst,L6,Male,Bangalore,MBA,22,1.7,59600.0,3.7,4.3,3.7,14,7,1,0,Resignation,2015,0,21,3.1,4.0,0.27,0.499,Medium,98900.0,1081,0.64
EMP00546,Customer Success,Individual Contributor,L2,Male,Hyderabad,Bachelor's,28,0.9,48500.0,4.4,3.7,2.4,14,5,0,0,Resignation,2016,75,21,4.6,4.1,0.32,0.596,Medium,38700.0,21,0.53
EMP00547,Engineering,Analyst,L2,Male,Chennai,Bachelor's,34,1.1,62800.0,2.2,4.2,3.8,26,8,0,0,Resignation,2017,75,5,3.9,4.0,0.26,0.292,Low,70200.0,1476,0.51
EMP00548,Operations,Director,L3,Male,Bangalore,Bachelor's,26,2.2,84000.0,3.3,2.9,1.9,1,4,3,0,Termination,2015,75,0,3.8,3.3,0.3,0.433,Medium,47200.0,501,0.9
EMP00549,Engineering,Director,L5,Male,Mumbai,PhD,49,1.1,214700.0,4.5,3.6,3.6,9,7,1,1,Resignation,2015,100,17,3.8,3.1,0.24,0.474,Medium,333200.0,528,0.32
EMP00550,Engineering,Individual Contributor,L6,Female,Bangalore,Master's,31,3.4,54900.0,3.9,2.8,3.5,5,5,3,0,Termination,2022,0,23,3.4,2.9,0.26,0.588,Medium,45200.0,371,0.65
EMP00551,Engineering,VP,L2,Female,Mumbai,Master's,38,3.4,152300.0,4.0,4.6,3.0,22,5,1,0,Resignation,2020,75,0,3.9,4.8,0.22,0.328,Low,270100.0,1044,0.58
EMP00552,Product,Manager,L1,Female,Hyderabad,Bachelor's,52,0.7,52200.0,3.6,3.8,3.6,5,8,1,0,Transfer,2017,50,18,3.0,2.5,0.32,0.48,Medium,36000.0,134,0.42
EMP00553,Sales,Senior Analyst,L1,Male,Mumbai,Bachelor's,23,8.0,92400.0,3.8,2.7,3.9,13,3,2,0,Transfer,2019,100,20,4.0,4.8,0.01,0.464,Medium,122600.0,18,0.51
EMP00554,Customer Success,Individual Contributor,L2,Female,Chennai,MBA,30,3.1,84800.0,3.3,3.1,3.2,22,2,2,0,Retirement,2021,75,10,3.2,3.4,0.34,0.475,Medium,151900.0,184,0.61
EMP00555,Sales,Manager,L3,Male,Pune,MBA,47,1.9,59000.0,4.5,3.9,3.8,19,0,2,0,Contract End,2018,100,19,3.2,4.2,0.3,0.485,Medium,59200.0,222,0.45
EMP00556,Engineering,VP,L2,Male,Bangalore,Bachelor's,38,4.0,84300.0,3.4,4.0,4.5,21,0,3,0,Resignation,2018,50,19,2.7,3.9,0.09,0.432,Medium,156800.0,65,0.67
EMP00557,Product,Senior Analyst,L4,Male,Chennai,Master's,51,7.0,69500.0,3.1,5.0,4.8,30,6,0,0,Resignation,2017,100,6,2.3,4.4,0.17,0.162,Low,48400.0,989,0.74
EMP00558,Engineering,VP,L4,Male,Kolkata,Diploma,56,1.4,47800.0,4.7,3.3,2.7,3,3,2,0,Retirement,2016,50,6,4.6,3.2,0.12,0.454,Medium,25600.0,121,0.54
EMP00559,Engineering,Senior Manager,L3,Female,Kolkata,PhD,34,8.8,28600.0,3.6,3.1,4.3,4,5,1,1,Resignation,2017,50,17,4.6,4.5,0.1,0.411,Medium,47500.0,914,0.75
EMP00560,Sales,Director,L5,Male,Kolkata,Bachelor's,31,4.9,155000.0,3.6,4.6,3.6,9,5,3,0,Transfer,2016,25,0,4.3,2.9,0.28,0.23,Low,242500.0,249,0.67
EMP00561,Sales,Director,L4,Female,Mumbai,Bachelor's,56,0.4,87000.0,3.7,3.2,3.8,28,7,2,0,Termination,2021,50,23,2.0,3.8,0.33,0.511,Medium,57100.0,466,0.67
EMP00562,Product,Senior Manager,L3,Male,Kolkata,MBA,52,0.3,88400.0,4.1,4.4,3.1,2,5,1,0,Transfer,2019,0,9,4.3,3.8,0.29,0.436,Medium,83100.0,721,0.66
EMP00563,Sales,Senior Analyst,L3,Female,Pune,MBA,41,0.5,52200.0,3.9,2.4,2.1,31,3,3,1,Resignation,2023,50,7,3.3,4.0,0.11,0.584,Medium,37700.0,618,0.78
EMP00564,Engineering,VP,L4,Male,Mumbai,Master's,36,11.2,132700.0,4.4,3.6,4.2,29,8,3,0,Transfer,2018,75,21,3.7,3.1,0.19,0.427,Medium,180500.0,1223,0.56
EMP00565,Finance,Manager,L3,Male,Delhi,Bachelor's,30,2.8,99800.0,3.2,4.1,2.4,16,1,2,0,Transfer,2020,25,0,3.2,4.4,0.13,0.39,Medium,117800.0,78,0.68
EMP00566,Sales,Director,L4,Female,Pune,MBA,26,9.4,107600.0,4.6,3.6,3.2,21,5,1,0,Resignation,2021,25,12,4.6,4.6,0.37,0.355,Medium,60100.0,315,0.63
EMP00567,Engineering,Manager,L4,Female,Bangalore,Bachelor's,37,1.0,150500.0,4.7,2.4,3.3,21,7,1,0,Transfer,2016,0,7,3.9,4.0,0.03,0.537,Medium,283900.0,45,0.57
EMP00568,Sales,Senior Manager,L3,Female,Mumbai,Master's,26,0.3,137000.0,3.3,4.7,2.8,0,0,1,0,Termination,2019,100,4,4.2,4.2,0.26,0.379,Medium,125100.0,333,0.38
EMP00569,Engineering,VP,L2,Male,Noida,Master's,50,2.5,52400.0,3.9,3.5,2.8,5,4,1,0,Retirement,2021,75,11,4.0,2.2,0.24,0.459,Medium,55600.0,456,0.73
EMP00570,Product,Analyst,L4,Male,Chennai,Master's,42,3.6,54500.0,3.6,2.0,4.0,11,3,2,0,Resignation,2017,0,19,3.8,3.0,0.07,0.599,Medium,63400.0,356,0.87
EMP00571,Engineering,Senior Analyst,L4,Female,Chennai,PhD,41,4.5,172000.0,3.8,4.3,4.5,28,0,2,0,Contract End,2020,75,18,3.7,2.8,0.26,0.405,Medium,294400.0,1429,0.28
EMP00572,Operations,VP,L3,Female,Hyderabad,Diploma,40,0.6,137000.0,4.0,3.8,4.6,1,2,1,0,Retirement,2020,50,5,3.4,2.8,0.26,0.354,Medium,263900.0,434,0.77
EMP00573,Product,VP,L2,Female,Hyderabad,PhD,38,0.5,111500.0,2.7,2.3,4.2,1,0,2,1,Transfer,2015,0,14,3.3,3.0,0.06,0.476,Medium,160600.0,845,0.88
EMP00574,Customer Success,Senior Manager,L1,Female,Bangalore,Diploma,32,2.6,66300.0,4.4,3.5,3.7,18,1,1,0,Resignation,2017,75,24,3.3,3.6,0.28,0.546,Medium,117300.0,732,0.64
EMP00575,Sales,Manager,L2,Male,Chennai,Bachelor's,25,3.2,48100.0,3.6,4.4,3.9,22,1,1,0,Resignation,2020,50,24,3.9,4.0,0.02,0.432,Medium,31300.0,773,0.61
EMP00576,Engineering,Director,L6,Male,Chennai,Master's,47,1.3,68600.0,2.8,4.0,3.0,11,2,3,1,Retirement,2021,75,11,3.0,3.5,0.22,0.464,Medium,111500.0,733,0.79
EMP00577,HR,VP,L6,Female,Bangalore,PhD,48,1.1,62000.0,3.5,3.2,1.7,7,7,0,0,Retirement,2023,100,20,2.7,3.9,0.3,0.587,Medium,64300.0,1333,0.76
EMP00578,HR,Manager,L6,Male,Mumbai,MBA,31,0.6,35000.0,4.4,3.0,1.6,30,0,0,1,Contract End,2021,0,4,3.1,2.9,0.34,0.565,Medium,51900.0,1169,0.81
EMP00579,Operations,Senior Manager,L3,Female,Chennai,PhD,41,0.5,68900.0,3.7,4.5,2.5,25,3,3,0,Resignation,2018,75,4,4.3,4.0,0.02,0.403,Medium,54500.0,168,0.88
EMP00580,Engineering,Individual Contributor,L4,Male,Delhi,Master's,46,2.6,54200.0,4.6,1.8,4.2,11,8,0,0,Termination,2019,25,6,3.7,2.7,0.14,0.416,Medium,76200.0,1459,0.8
EMP00581,Operations,Individual Contributor,L3,Male,Mumbai,Bachelor's,22,0.7,70600.0,3.9,4.3,2.1,25,5,0,0,Termination,2021,75,19,3.2,3.1,0.06,0.553,Medium,66900.0,618,0.86
EMP00582,Operations,Analyst,L5,Female,Mumbai,Master's,33,4.1,38000.0,4.1,2.2,3.1,28,1,1,0,Resignation,2023,0,4,4.1,3.4,0.28,0.496,Medium,52000.0,435,0.84
EMP00583,Product,Analyst,L1,Male,Pune,Bachelor's,40,0.3,74600.0,3.0,2.7,2.8,5,0,1,0,Retirement,2016,100,24,4.6,4.4,0.15,0.645,Medium,56400.0,710,0.31
EMP00584,Sales,VP,L6,Male,Mumbai,Diploma,41,4.1,46200.0,2.7,4.4,4.3,28,0,2,0,Contract End,2018,75,5,4.0,4.7,0.11,0.249,Low,40300.0,783,0.5
EMP00585,Marketing,Director,L3,Male,Bangalore,MBA,49,1.1,39900.0,4.5,4.4,2.2,2,8,1,0,Retirement,2022,50,18,3.0,3.1,0.06,0.486,Medium,72100.0,242,0.66
EMP00586,Product,Individual Contributor,L3,Male,Chennai,MBA,44,7.4,122400.0,4.5,4.3,3.5,6,1,0,0,Contract End,2016,0,10,4.3,3.4,0.19,0.359,Medium,92300.0,1351,0.5
EMP00587,Operations,Individual Contributor,L2,Female,Mumbai,MBA,33,1.0,69300.0,3.6,4.0,3.0,12,7,2,0,Transfer,2020,50,15,3.1,4.3,0.39,0.484,Medium,72200.0,775,0.64
EMP00588,Finance,Director,L1,Male,Delhi,Master's,32,2.5,65700.0,4.0,4.4,3.5,29,4,2,0,Termination,2021,75,7,2.0,4.3,0.14,0.353,Medium,97700.0,115,0.39
EMP00589,Operations,Senior Manager,L3,Male,Bangalore,Master's,40,1.6,58600.0,3.1,3.8,4.5,11,2,0,0,Resignation,2022,100,16,4.6,3.7,0.26,0.398,Medium,77900.0,69,0.6
EMP00590,Sales,VP,L3,Male,Noida,Master's,40,2.8,88000.0,3.8,3.5,4.4,19,5,1,0,Transfer,2023,50,5,4.5,4.2,0.11,0.323,Low,50800.0,223,0.77
EMP00591,Sales,Director,L2,Female,Bangalore,PhD,55,9.2,57300.0,3.4,2.3,3.0,23,1,1,1,Termination,2017,50,17,4.9,1.6,0.09,0.511,Medium,107200.0,1275,0.51
EMP00592,Engineering,Analyst,L3,Female,Delhi,Bachelor's,54,11.6,42100.0,3.6,3.3,3.4,30,2,1,0,Transfer,2023,50,13,2.8,4.0,0.26,0.428,Medium,32700.0,744,0.55
EMP00593,Product,Senior Manager,L2,Female,Pune,MBA,23,1.0,51200.0,5.0,3.8,2.1,20,2,1,0,Transfer,2017,75,3,3.6,2.8,0.08,0.461,Medium,82200.0,576,0.7
EMP00594,HR,Director,L4,Female,Hyderabad,PhD,24,0.1,109900.0,4.4,3.7,2.3,25,0,2,0,Termination,2022,50,8,2.2,3.4,0.2,0.465,Medium,122700.0,315,0.52
EMP00595,Customer Success,VP,L5,Female,Mumbai,MBA,31,5.0,81400.0,2.9,4.7,4.5,18,3,0,0,Retirement,2015,75,6,3.6,4.2,0.27,0.261,Low,93200.0,1499,0.69
EMP00596,Engineering,Senior Analyst,L6,Male,Bangalore,MBA,22,0.7,55900.0,2.9,3.5,2.5,16,6,2,0,Resignation,2019,50,17,4.1,1.9,0.05,0.528,Medium,29600.0,649,0.75
EMP00597,Engineering,VP,L5,Male,Delhi,Bachelor's,57,0.9,55800.0,4.2,3.7,4.1,1,5,0,1,Retirement,2017,50,20,4.3,3.5,0.11,0.47,Medium,52000.0,970,0.58
EMP00598,Engineering,VP,L2,Female,Noida,Diploma,54,6.0,83000.0,4.4,4.5,3.4,4,6,1,0,Contract End,2020,50,11,4.0,3.6,0.16,0.36,Medium,135600.0,1150,0.67
EMP00599,Sales,Analyst,L2,Female,Pune,Bachelor's,57,4.1,167600.0,4.7,2.5,2.9,21,3,0,0,Termination,2016,100,1,3.3,4.2,0.25,0.423,Medium,237700.0,774,0.55
EMP00600,Operations,Senior Analyst,L3,Male,Noida,Bachelor's,30,2.7,71900.0,2.4,4.1,3.1,9,0,3,1,Transfer,2023,25,1,3.7,3.8,0.34,0.314,Low,53400.0,375,0.8
EMP00601,Product,Manager,L1,Female,Pune,Master's,42,0.5,44400.0,2.6,4.0,3.5,2,0,3,0,Transfer,2023,50,3,4.7,2.9,0.12,0.367,Medium,86600.0,485,0.6
EMP00602,Sales,Manager,L4,Male,Chennai,MBA,30,4.2,98200.0,4.4,3.5,2.4,6,5,2,0,Retirement,2022,25,22,2.2,4.3,0.03,0.562,Medium,54200.0,1305,0.84
EMP00603,Sales,Senior Manager,L3,Female,Delhi,Master's,47,1.9,80900.0,2.9,4.5,3.9,1,4,3,0,Retirement,2021,100,8,3.0,4.1,0.1,0.309,Low,68500.0,1026,0.81
EMP00604,Operations,Individual Contributor,L6,Female,Delhi,Bachelor's,39,0.1,29800.0,4.9,4.3,3.3,17,2,1,1,Resignation,2018,50,8,2.9,2.8,0.03,0.358,Medium,49900.0,1487,0.46
EMP00605,Engineering,Analyst,L5,Male,Mumbai,Master's,43,0.4,221200.0,3.5,4.2,2.2,30,5,3,0,Termination,2022,75,5,4.0,3.4,0.06,0.462,Medium,437600.0,582,0.16
EMP00606,Engineering,VP,L3,Female,Noida,Master's,29,1.0,65000.0,4.2,3.2,1.9,4,6,1,0,Transfer,2017,0,3,4.2,3.6,0.25,0.464,Medium,57400.0,723,0.68
EMP00607,Sales,Individual Contributor,L1,Male,Mumbai,Bachelor's,44,10.0,61200.0,2.9,3.1,4.0,14,3,2,0,Contract End,2022,100,4,3.4,4.1,0.16,0.317,Low,50300.0,1145,0.46
